"","SchoolID","SchoolName"
"917",610230,"WILDWOOD"
"918",610231,"NATIONAL TEACHERS"
"919",610234,"YATES"
"920",610235,"YOUNG ES"
"921",610237,"BEETHOVEN"
"922",610238,"BOND"
"923",610239,"DALEY"
"924",610242,"BRENNEMANN"
"925",610244,"CLARK HS"
"926",610245,"DOUGLASS HS"
"927",610246,"BEASLEY"
"928",610248,"CHICAGO ACADEMY ES"
"929",610249,"TALMAN"
"930",610250,"SALAZAR"
"931",610251,"CATHER"
"932",610252,"DETT"
"933",610254,"DVORAK"
"934",610256,"ROBINSON"
"935",610257,"MORTON"
"936",610263,"DULLES"
"937",610268,"ASHE"
"938",610269,"MCCUTCHEON"
"939",610271,"JENSEN"
"940",610274,"JOHNSON"
"941",610276,"MOLLISON"
"942",610279,"TANNER"
"943",610281,"POWELL"
"944",610282,"MCNAIR"
"945",610284,"NEW FIELD"
"946",610287,"ASHBURN"
"947",610290,"MAYS"
"948",610291,"LEE"
"949",610293,"MELODY"
"950",610295,"HIGGINS"
"951",610298,"LENART"
"952",610299,"KING ES"
"953",610300,"WESTCOTT"
"954",610304,"PHOENIX MILITARY HS"
"955",610305,"LELAND"
"956",610308,"RUDOLPH"
"957",610312,"MCDOWELL"
"958",610313,"DE DIEGO"
"959",610315,"WHITE"
"960",610316,"EARHART"
"961",610317,"BRIGHTON PARK"
"962",610319,"EVERGREEN"
"963",610321,"MARSHALL MIDDLE"
"964",610323,"BOWEN HS"
"965",610325,"LOGANDALE"
"966",610329,"OROZCO"
"967",610334,"RABY HS"
"968",610339,"STAGG"
"969",610340,"CHICAGO ACADEMY HS"
"970",610342,"SABIN"
"971",610345,"WOODSON"
"972",610347,"CLAREMONT"
"973",610350,"BLACK"
"974",610352,"DURKIN PARK"
"975",610353,"CALMECA"
"976",610354,"NORTH RIVER"
"977",610355,"COURTENAY"
"978",610362,"EVERS"
"979",610363,"DISNEY"
"980",610364,"DUBOIS"
"981",610366,"WACKER"
"982",610367,"DEPRIEST"
"983",610368,"HUGHES L"
"984",610369,"JACKSON M"
"985",610380,"WILLIAMS HS"
"986",610381,"BRONZEVILLE HS"
"987",610383,"SOCIAL JUSTICE HS"
"988",610384,"INFINITY HS"
"989",610385,"MULTICULTURAL HS"
"990",610389,"ORR HS"
"991",610390,"RICKOVER MILITARY HS"
"992",610391,"LINDBLOM HS"
"993",610392,"WORLD LANGUAGE HS"
"994",610394,"UPLIFT HS"
"995",610396,"TARKINGTON"
"996",610402,"DEVRY HS"
"997",610405,"SUDER"
"998",610499,"COLLINS HS"
"999",610503,"FRAZIER PROSPECTIVE"
"1000",610504,"THOMAS"
"1001",610506,"TEAM HS"
"1002",610513,"AIR FORCE HS"
"1003",610515,"DISNEY II ES"
"1004",610518,"VOISE HS"
"1005",610520,"LASALLE II"
"1006",610521,"DAVIS M"
"1007",610523,"EDISON PARK"
"1008",610530,"SOUTH SHORE ES"
"1009",610532,"HERNANDEZ"
"1010",610533,"PRIETO"
"1011",610534,"SKINNER NORTH"
"1012",610539,"CAMRAS"
"1013",610541,"LORCA"
"1014",610542,"WEST RIDGE"
"1015",610543,"SOLORIO HS"
"1016",610544,"AZUELA"
"1017",610547,"SOUTH SHORE INTL HS"
"1018",610548,"STEM"
"1019",610559,"SHIELDS MIDDLE"
"1020",609674,"CHICAGO VOCATIONAL HS"
"1021",609676,"DUNBAR HS"
"1022",609678,"JONES HS"
"1023",609679,"PROSSER HS"
"1024",609680,"PAYTON HS"
"1025",609682,"RICHARDS HS"
"1026",609691,"NORTH-GRAND HS"
"1027",609692,"SIMEON HS"
"1028",609693,"WESTINGHOUSE HS"
"1029",609694,"HANCOCK HS"
"1030",609695,"AMUNDSEN HS"
"1031",609698,"BOGAN HS"
"1032",609704,"FARRAGUT HS"
"1033",609705,"FENGER HS"
"1034",609707,"ROBESON HS"
"1035",609708,"FOREMAN HS"
"1036",609709,"GAGE PARK HS"
"1037",609710,"HARLAN HS"
"1038",609711,"HARPER HS"
"1039",609712,"HIRSCH HS"
"1040",609713,"HYDE PARK HS"
"1041",609715,"KELLY HS"
"1042",609716,"KELVYN PARK HS"
"1043",609718,"KENNEDY HS"
"1044",609719,"LAKE VIEW HS"
"1045",609720,"LANE TECH HS"
"1046",609722,"MANLEY HS"
"1047",609723,"MARSHALL HS"
"1048",609724,"MATHER HS"
"1049",609725,"MORGAN PARK HS"
"1050",609726,"BROOKS HS"
"1051",609727,"PHILLIPS HS"
"1052",609728,"ROOSEVELT HS"
"1053",609729,"SCHURZ HS"
"1054",609730,"SENN HS"
"1055",609732,"STEINMETZ HS"
"1056",609733,"SULLIVAN HS"
"1057",609734,"TAFT HS"
"1058",609735,"TILDEN HS"
"1059",609737,"VON STEUBEN HS"
"1060",609738,"LINCOLN PARK HS"
"1061",609739,"WASHINGTON HS"
"1062",609740,"WELLS HS"
"1063",609741,"HUBBARD HS"
"1064",609744,"NORTHSIDE LEARNING HS"
"1065",609745,"SOUTHSIDE HS"
"1066",609746,"KENWOOD HS"
"1067",609748,"YORK HS"
"1068",609749,"NORTHSIDE PREP HS"
"1069",609750,"SIMPSON HS"
"1070",609751,"KING HS"
"1071",609753,"CHICAGO AGRICULTURE HS"
"1072",609754,"CHICAGO MILITARY HS"
"1073",609755,"YOUNG HS"
"1074",609756,"CURIE HS"
"1075",609759,"CLEMENTE HS"
"1076",609760,"CARVER MILITARY HS"
"1077",609761,"CORLISS HS"
"1078",609762,"JULIAN HS"
"1079",609764,"JUAREZ HS"
"1080",609766,"VAUGHN HS"
"1081",609768,"HOPE HS"
"1082",609769,"GRAHAM HS"
"1083",609772,"ADDAMS"
"1084",609773,"AGASSIZ"
"1085",609774,"ALCOTT ES"
"1086",609777,"ARMOUR"
"1087",609779,"ARMSTRONG G"
"1088",609780,"MARINE LEADERSHIP AT AMES HS"
"1089",609782,"AUDUBON"
"1090",609783,"JEFFERSON HS"
"1091",609786,"AVALON PARK"
"1092",609788,"BARNARD"
"1093",609789,"BARRY"
"1094",609790,"BARTON"
"1095",609791,"BASS"
"1096",609792,"BATEMAN"
"1097",609793,"NICHOLSON"
"1098",609794,"EDISON"
"1099",609795,"CLARK ES"
"1100",609796,"BEAUBIEN"
"1101",609797,"BEIDLER"
"1102",609798,"BELDING"
"1103",609799,"BELL"
"1104",609800,"BENNETT"
"1105",609803,"BLAINE"
"1106",609804,"BOONE"
"1107",609805,"JOPLIN"
"1108",609806,"BRADWELL"
"1109",609807,"HAMPTON"
"1110",609808,"HALEY"
"1111",609809,"BRENTANO"
"1112",609810,"BRIDGE"
"1113",609811,"BRIGHT"
"1114",609812,"BROWN W"
"1115",609813,"BROWNELL"
"1116",609815,"BOUCHET"
"1117",609817,"BUDLONG"
"1118",609818,"BURBANK"
"1119",609819,"BURKE"
"1120",609820,"BURLEY"
"1121",609821,"BURNHAM"
"1122",609826,"CASTELLANOS"
"1123",609827,"BURNSIDE"
"1124",609828,"BURR"
"1125",609829,"BURROUGHS"
"1126",609830,"BRUNSON"
"1127",609832,"BYRNE"
"1128",609833,"CALDWELL"
"1129",609834,"LITTLE VILLAGE"
"1130",609835,"CAMERON"
"1131",609836,"CANTY"
"1132",609837,"CARNEGIE"
"1133",609839,"CARROLL"
"1134",609842,"CARSON"
"1135",609844,"CARTER"
"1136",609845,"CARVER G"
"1137",609848,"ALDRIDGE"
"1138",609849,"CASSELL"
"1139",609850,"GREELEY"
"1140",609851,"CHALMERS"
"1141",609852,"CHAPPELL"
"1142",609853,"CHASE"
"1143",609854,"CHOPIN"
"1144",609855,"CHRISTOPHER"
"1145",609856,"CLAY"
"1146",609857,"CLEVELAND"
"1147",609859,"CLINTON"
"1148",609861,"CLISSOLD"
"1149",609862,"COLES"
"1150",609863,"COLUMBUS"
"1151",609864,"COOK"
"1152",609865,"JORDAN"
"1153",609866,"COONLEY"
"1154",609867,"COOPER"
"1155",609869,"LANGFORD"
"1156",609870,"CORKERY"
"1157",609871,"VICK"
"1158",609872,"PEREZ"
"1159",609873,"CROWN"
"1160",609874,"DIRKSEN"
"1161",609875,"DARWIN"
"1162",609876,"DAVIS N"
"1163",609879,"DAWES"
"1164",609880,"DECATUR"
"1165",609883,"DENEEN"
"1166",609884,"DEVER"
"1167",609885,"DEWEY"
"1168",609887,"DIXON"
"1169",609891,"DOOLITTLE"
"1170",609893,"DORE"
"1171",609894,"DRAKE"
"1172",609895,"TURNER-DREW"
"1173",609896,"DRUMMOND"
"1174",609897,"EARLE"
"1175",609898,"EBERHART"
"1176",609899,"EBINGER"
"1177",609900,"CURTIS"
"1178",609901,"EDGEBROOK"
"1179",609902,"METCALFE"
"1180",609903,"EDWARDS"
"1181",609904,"ELLINGTON"
"1182",609907,"ERICSON"
"1183",609908,"ESMOND"
"1184",609909,"EVERETT"
"1185",609910,"FALCONER"
"1186",609912,"FARNSWORTH"
"1187",609917,"FERNWOOD"
"1188",609918,"FIELD"
"1189",609919,"FISKE"
"1190",609920,"KANOON"
"1191",609921,"TELPOCHCALLI"
"1192",609922,"BELMONT-CRAGIN"
"1193",609924,"FORT DEARBORN"
"1194",609925,"KELLMAN"
"1195",609926,"FRANKLIN"
"1196",609927,"FOSTER PARK"
"1197",609928,"FULLER"
"1198",609929,"FULTON"
"1199",609930,"FUNSTON"
"1200",609933,"GALE"
"1201",609935,"GALLISTEL"
"1202",609937,"GARVY"
"1203",609938,"GARY"
"1204",609939,"GILLESPIE"
"1205",609941,"RANDOLPH"
"1206",609942,"GOETHE"
"1207",609943,"OWENS"
"1208",609944,"GRISSOM"
"1209",609945,"GOUDY"
"1210",609947,"GRAHAM ES"
"1211",609949,"GRAY"
"1212",609950,"ORTIZ DE DOMINGUEZ"
"1213",609951,"ARIEL"
"1214",609952,"GREENE"
"1215",609954,"GREGORY"
"1216",609955,"GRESHAM"
"1217",609956,"GRIMES"
"1218",609958,"GUNSAULUS"
"1219",609959,"HAINES"
"1220",609960,"HALE"
"1221",609961,"NINOS HEROES"
"1222",609963,"HAMILTON"
"1223",609964,"HAMLINE"
"1224",609966,"HAMMOND"
"1225",609967,"FINKL"
"1226",609968,"MCAULIFFE"
"1227",609969,"HARTE"
"1228",609971,"HARVARD"
"1229",609972,"HAUGAN"
"1230",609973,"ZAPATA"
"1231",609974,"HAWTHORNE"
"1232",609975,"HAY"
"1233",609976,"HAYT"
"1234",609977,"WOODLAWN"
"1235",609978,"SMITH"
"1236",609979,"HEALY"
"1237",609981,"HEARST"
"1238",609983,"HEDGES"
"1239",609985,"HEFFERAN"
"1240",609986,"HENDERSON"
"1241",609987,"HENDRICKS"
"1242",609988,"HENRY"
"1243",609990,"SOUTH LOOP"
"1244",609991,"HERZL"
"1245",609993,"LARA"
"1246",609994,"HIBBARD"
"1247",609995,"HITCH"
"1248",609996,"HOLDEN"
"1249",609997,"HOLMES"
"1250",610000,"HOWE"
"1251",610002,"HOYNE"
"1252",610003,"CUFFE"
"1253",610004,"CULLEN"
"1254",610005,"HUGHES C"
"1255",610006,"HURLEY"
"1256",610009,"GALILEO"
"1257",610010,"JAHN"
"1258",610011,"JAMIESON"
"1259",610012,"JENNER"
"1260",610013,"PILSEN"
"1261",610015,"JUNGMAN"
"1262",610016,"KELLOGG"
"1263",610017,"SAUCEDO"
"1264",610019,"KERSHAW"
"1265",610021,"CASALS"
"1266",610022,"KILMER"
"1267",610024,"CARDENAS"
"1268",610026,"KINZIE"
"1269",610027,"KIPLING"
"1270",610029,"LOZANO"
"1271",610030,"KOZMINSKI"
"1272",610032,"GREEN"
"1273",610033,"LASALLE"
"1274",610034,"LAWNDALE"
"1275",610036,"LEWIS"
"1276",610037,"LIBBY"
"1277",610038,"LINCOLN"
"1278",610039,"VON LINNE"
"1279",610040,"LLOYD"
"1280",610041,"LOCKE J"
"1281",610043,"LOVETT"
"1282",610044,"LOWELL"
"1283",610046,"LYON"
"1284",610047,"MADISON"
"1285",610048,"MANIERRE"
"1286",610051,"NORTHWEST"
"1287",610052,"MANN"
"1288",610053,"MARQUETTE"
"1289",610054,"MARSH"
"1290",610055,"FARADAY"
"1291",610056,"MASON"
"1292",610057,"FAIRFIELD"
"1293",610059,"MAYER"
"1294",610060,"JACKSON A"
"1295",610062,"MCCLELLAN"
"1296",610063,"MCCORMICK"
"1297",610065,"TILL"
"1298",610066,"MCDADE"
"1299",610067,"MCKAY"
"1300",610068,"HANSON PARK"
"1301",610070,"MCPHERSON"
"1302",610073,"MITCHELL"
"1303",610074,"MONROE"
"1304",610076,"MOOS"
"1305",610077,"MORRILL"
"1306",610078,"INTER-AMERICAN"
"1307",610081,"SHERIDAN"
"1308",610082,"MOUNT GREENWOOD"
"1309",610083,"BEARD"
"1310",610084,"KELLER"
"1311",610086,"MOUNT VERNON"
"1312",610087,"BLAIR"
"1313",610088,"MOZART"
"1314",610089,"MURPHY"
"1315",610090,"MURRAY"
"1316",610091,"BROWN R"
"1317",610092,"NASH"
"1318",610093,"NEIL"
"1319",610094,"NETTELHORST"
"1320",610095,"NEWBERRY"
"1321",610096,"NIGHTINGALE"
"1322",610097,"NIXON"
"1323",610098,"NOBEL"
"1324",610099,"NORWOOD PARK"
"1325",610100,"WEST PARK"
"1326",610101,"OGDEN ES"
"1327",610102,"OGLESBY"
"1328",610103,"OKEEFFE"
"1329",610104,"ONAHAN"
"1330",610105,"ORIOLE PARK"
"1331",610106,"PICCOLO"
"1332",610107,"OTIS"
"1333",610108,"OTOOLE"
"1334",610109,"OWEN"
"1335",610110,"WELLS ES"
"1336",610111,"PALMER"
"1337",610112,"PARKER"
"1338",610115,"PARK MANOR"
"1339",610116,"PARKSIDE"
"1340",610117,"PASTEUR"
"1341",610120,"PECK"
"1342",610121,"IRVING"
"1343",610122,"PEIRCE"
"1344",610123,"PENN"
"1345",610124,"WASHINGTON H ES"
"1346",610125,"RUIZ"
"1347",610126,"PERSHING"
"1348",610127,"PETERSON"
"1349",610128,"GARVEY"
"1350",610129,"PICKARD"
"1351",610130,"PIRIE"
"1352",610131,"PLAMONDON"
"1353",610132,"POE"
"1354",610133,"WARD L"
"1355",610135,"PORTAGE PARK"
"1356",610136,"PRESCOTT"
"1357",610137,"PRUSSING"
"1358",610138,"PULASKI"
"1359",610139,"PULLMAN"
"1360",610141,"RAVENSWOOD"
"1361",610142,"RAY"
"1362",610143,"REAVIS"
"1363",610144,"REILLY"
"1364",610145,"REINBERG"
"1365",610146,"REVERE"
"1366",610147,"ROGERS"
"1367",610148,"CHAVEZ"
"1368",610152,"RUGGLES"
"1369",610153,"RYDER"
"1370",610155,"SAUGANASH"
"1371",610157,"SAWYER"
"1372",610158,"SAYRE"
"1373",610159,"SCAMMON"
"1374",610163,"STOCK"
"1375",610165,"SCHUBERT"
"1376",610167,"SEWARD"
"1377",610170,"COLUMBIA EXPLORERS"
"1378",610171,"MIRELES"
"1379",610172,"SHERMAN"
"1380",610173,"SHERWOOD"
"1381",610174,"SHIELDS"
"1382",610175,"SHOESMITH"
"1383",610176,"SHOOP"
"1384",610177,"SKINNER"
"1385",610178,"SCHMID"
"1386",610179,"SMYSER"
"1387",610180,"SMYTH"
"1388",610182,"SOLOMON"
"1389",610183,"SPENCER"
"1390",610184,"SPRY ES"
"1391",610185,"STEVENSON"
"1392",610188,"DUNNE"
"1393",610191,"STONE"
"1394",610192,"STOWE"
"1395",610193,"NEW SULLIVAN"
"1396",610194,"SUMNER"
"1397",610195,"SUTHERLAND"
"1398",610196,"SWIFT"
"1399",610197,"TALCOTT"
"1400",610198,"TAYLOR"
"1401",610199,"COLEMON"
"1402",610200,"THORP J"
"1403",610201,"THORP O"
"1404",610202,"TILTON"
"1405",610203,"TONTI"
"1406",610206,"TWAIN"
"1407",610207,"VANDERPOEL"
"1408",610208,"LAVIZZO"
"1409",610209,"VOLTA"
"1410",610212,"ALBANY PARK"
"1411",610213,"WADSWORTH"
"1412",610215,"MADERO"
"1413",610216,"WALSH"
"1414",610217,"WARD J"
"1415",610218,"WARREN"
"1416",610219,"WASHINGTON G ES"
"1417",610220,"WATERS"
"1418",610221,"WEBSTER"
"1419",610223,"WENTWORTH"
"1420",610225,"WHISTLER"
"1421",610226,"SANDOVAL"
"1422",610227,"WHITNEY"
"1423",610228,"WHITTIER"
"1424",610229,"PRITZKER"
"1425",610230,"WILDWOOD"
"1426",610231,"NATIONAL TEACHERS"
"1427",610234,"YATES"
"1428",610235,"YOUNG ES"
"1429",610237,"BEETHOVEN"
"1430",610238,"BOND"
"1431",610239,"DALEY"
"1432",610242,"BRENNEMANN"
"1433",610244,"CLARK HS"
"1434",610245,"DOUGLASS HS"
"1435",610246,"BEASLEY"
"1436",610248,"CHICAGO ACADEMY ES"
"1437",610249,"TALMAN"
"1438",610250,"SALAZAR"
"1439",610251,"CATHER"
"1440",610252,"DETT"
"1441",610254,"DVORAK"
"1442",610256,"ROBINSON"
"1443",610257,"MORTON"
"1444",610263,"DULLES"
"1445",610268,"ASHE"
"1446",610269,"MCCUTCHEON"
"1447",610271,"JENSEN"
"1448",610274,"JOHNSON"
"1449",610276,"MOLLISON"
"1450",610279,"TANNER"
"1451",610281,"POWELL"
"1452",610282,"MCNAIR"
"1453",610284,"NEW FIELD"
"1454",610287,"ASHBURN"
"1455",610290,"MAYS"
"1456",610291,"LEE"
"1457",610293,"MELODY"
"1458",610295,"HIGGINS"
"1459",610298,"LENART"
"1460",610299,"KING ES"
"1461",610300,"WESTCOTT"
"1462",610304,"PHOENIX MILITARY HS"
"1463",610305,"LELAND"
"1464",610308,"RUDOLPH"
"1465",610312,"MCDOWELL"
"1466",610313,"DE DIEGO"
"1467",610315,"WHITE"
"1468",610316,"EARHART"
"1469",610317,"BRIGHTON PARK"
"1470",610319,"EVERGREEN"
"1471",610323,"BOWEN HS"
"1472",610325,"LOGANDALE"
"1473",610329,"OROZCO"
"1474",610334,"RABY HS"
"1475",610339,"STAGG"
"1476",610340,"CHICAGO ACADEMY HS"
"1477",610342,"SABIN"
"1478",610345,"WOODSON"
"1479",610347,"CLAREMONT"
"1480",610350,"BLACK"
"1481",610352,"DURKIN PARK"
"1482",610353,"CALMECA"
"1483",610354,"NORTH RIVER"
"1484",610355,"COURTENAY"
"1485",610362,"EVERS"
"1486",610363,"DISNEY"
"1487",610364,"DUBOIS"
"1488",610366,"WACKER"
"1489",610367,"DEPRIEST"
"1490",610368,"HUGHES L"
"1491",610369,"JACKSON M"
"1492",610380,"WILLIAMS HS"
"1493",610381,"BRONZEVILLE HS"
"1494",610383,"SOCIAL JUSTICE HS"
"1495",610384,"INFINITY HS"
"1496",610385,"MULTICULTURAL HS"
"1497",610389,"ORR HS"
"1498",610390,"RICKOVER MILITARY HS"
"1499",610391,"LINDBLOM HS"
"1500",610392,"WORLD LANGUAGE HS"
"1501",610394,"UPLIFT HS"
"1502",610396,"TARKINGTON"
"1503",610402,"DEVRY HS"
"1504",610405,"SUDER"
"1505",610499,"COLLINS HS"
"1506",610503,"FRAZIER PROSPECTIVE"
"1507",610504,"THOMAS"
"1508",610506,"TEAM HS"
"1509",610513,"AIR FORCE HS"
"1510",610515,"DISNEY II ES"
"1511",610518,"AUSTIN CCA HS"
"1512",610520,"LASALLE II"
"1513",610521,"DAVIS M"
"1514",610523,"EDISON PARK"
"1515",610530,"SOUTH SHORE ES"
"1516",610532,"HERNANDEZ"
"1517",610533,"PRIETO"
"1518",610534,"SKINNER NORTH"
"1519",610539,"CAMRAS"
"1520",610541,"LORCA"
"1521",610542,"WEST RIDGE"
"1522",610543,"SOLORIO HS"
"1523",610544,"AZUELA"
"1524",610547,"SOUTH SHORE INTL HS"
"1525",610548,"STEM"
"1526",610558,"GOODE HS"
"1527",610559,"SHIELDS MIDDLE"
"1528",610561,"CRANE MEDICAL HS"
"1529",610563,"BACK OF THE YARDS HS"
"1530",609674,"CHICAGO VOCATIONAL HS"
"1531",609676,"DUNBAR HS"
"1532",609678,"JONES HS"
"1533",609679,"PROSSER HS"
"1534",609680,"PAYTON HS"
"1535",609682,"RICHARDS HS"
"1536",609691,"NORTH-GRAND HS"
"1537",609692,"SIMEON HS"
"1538",609693,"WESTINGHOUSE HS"
"1539",609694,"HANCOCK HS"
"1540",609695,"AMUNDSEN HS"
"1541",609698,"BOGAN HS"
"1542",609704,"FARRAGUT HS"
"1543",609705,"FENGER HS"
"1544",609708,"FOREMAN HS"
"1545",609709,"GAGE PARK HS"
"1546",609710,"HARLAN HS"
"1547",609711,"HARPER HS"
"1548",609712,"HIRSCH HS"
"1549",609713,"HYDE PARK HS"
"1550",609715,"KELLY HS"
"1551",609716,"KELVYN PARK HS"
"1552",609718,"KENNEDY HS"
"1553",609719,"LAKE VIEW HS"
"1554",609720,"LANE TECH HS"
"1555",609722,"MANLEY HS"
"1556",609723,"MARSHALL HS"
"1557",609724,"MATHER HS"
"1558",609725,"MORGAN PARK HS"
"1559",609726,"BROOKS HS"
"1560",609727,"PHILLIPS HS"
"1561",609728,"ROOSEVELT HS"
"1562",609729,"SCHURZ HS"
"1563",609730,"SENN HS"
"1564",609732,"STEINMETZ HS"
"1565",609733,"SULLIVAN HS"
"1566",609734,"TAFT HS"
"1567",609735,"TILDEN HS"
"1568",609737,"VON STEUBEN HS"
"1569",609738,"LINCOLN PARK HS"
"1570",609739,"WASHINGTON HS"
"1571",609740,"WELLS HS"
"1572",609741,"HUBBARD HS"
"1573",609744,"NORTHSIDE LEARNING HS"
"1574",609745,"SOUTHSIDE HS"
"1575",609746,"KENWOOD HS"
"1576",609748,"YORK HS"
"1577",609749,"NORTHSIDE PREP HS"
"1578",609750,"SIMPSON HS"
"1579",609751,"KING HS"
"1580",609753,"CHICAGO AGRICULTURE HS"
"1581",609754,"CHICAGO MILITARY HS"
"1582",609755,"YOUNG HS"
"1583",609756,"CURIE HS"
"1584",609759,"CLEMENTE HS"
"1585",609760,"CARVER MILITARY HS"
"1586",609761,"CORLISS HS"
"1587",609762,"JULIAN HS"
"1588",609764,"JUAREZ HS"
"1589",609766,"VAUGHN HS"
"1590",609769,"GRAHAM HS"
"1591",609772,"ADDAMS"
"1592",609773,"AGASSIZ"
"1593",609774,"ALCOTT ES"
"1594",609777,"ARMOUR"
"1595",609779,"ARMSTRONG G"
"1596",609780,"MARINE LEADERSHIP AT AMES HS"
"1597",609782,"AUDUBON"
"1598",609783,"JEFFERSON HS"
"1599",609786,"AVALON PARK"
"1600",609788,"BARNARD"
"1601",609789,"BARRY"
"1602",609790,"BARTON"
"1603",609791,"BASS"
"1604",609792,"BATEMAN"
"1605",609793,"NICHOLSON"
"1606",609794,"EDISON"
"1607",609795,"CLARK ES"
"1608",609796,"BEAUBIEN"
"1609",609797,"BEIDLER"
"1610",609798,"BELDING"
"1611",609799,"BELL"
"1612",609800,"BENNETT"
"1613",609803,"BLAINE"
"1614",609804,"BOONE"
"1615",609805,"JOPLIN"
"1616",609806,"BRADWELL"
"1617",609807,"HAMPTON"
"1618",609808,"HALEY"
"1619",609809,"BRENTANO"
"1620",609810,"BRIDGE"
"1621",609811,"BRIGHT"
"1622",609812,"BROWN W"
"1623",609813,"BROWNELL"
"1624",609815,"BOUCHET"
"1625",609817,"BUDLONG"
"1626",609818,"BURBANK"
"1627",609819,"BURKE"
"1628",609820,"BURLEY"
"1629",609821,"BURNHAM"
"1630",609827,"BURNSIDE"
"1631",609828,"BURR"
"1632",609829,"BURROUGHS"
"1633",609830,"BRUNSON"
"1634",609832,"BYRNE"
"1635",609833,"CALDWELL"
"1636",609834,"LITTLE VILLAGE"
"1637",609835,"CAMERON"
"1638",609836,"CANTY"
"1639",609837,"CARNEGIE"
"1640",609839,"CARROLL"
"1641",609842,"CARSON"
"1642",609844,"CARTER"
"1643",609845,"CARVER G"
"1644",609848,"ALDRIDGE"
"1645",609849,"CASSELL"
"1646",609850,"GREELEY"
"1647",609851,"CHALMERS"
"1648",609852,"CHAPPELL"
"1649",609853,"CHASE"
"1650",609854,"CHOPIN"
"1651",609855,"CHRISTOPHER"
"1652",609856,"CLAY"
"1653",609857,"CLEVELAND"
"1654",609859,"CLINTON"
"1655",609861,"CLISSOLD"
"1656",609862,"COLES"
"1657",609863,"COLUMBUS"
"1658",609864,"COOK"
"1659",609865,"JORDAN"
"1660",609866,"COONLEY"
"1661",609867,"COOPER"
"1662",609869,"LANGFORD"
"1663",609870,"CORKERY"
"1664",609871,"VICK"
"1665",609872,"PEREZ"
"1666",609873,"CROWN"
"1667",609874,"DIRKSEN"
"1668",609875,"DARWIN"
"1669",609876,"DAVIS N"
"1670",609879,"DAWES"
"1671",609880,"DECATUR"
"1672",609883,"DENEEN"
"1673",609884,"DEVER"
"1674",609885,"DEWEY"
"1675",609887,"DIXON"
"1676",609891,"DOOLITTLE"
"1677",609893,"DORE"
"1678",609894,"DRAKE"
"1679",609895,"TURNER-DREW"
"1680",609896,"DRUMMOND"
"1681",609897,"EARLE"
"1682",609898,"EBERHART"
"1683",609899,"EBINGER"
"1684",609900,"CURTIS"
"1685",609901,"EDGEBROOK"
"1686",609902,"METCALFE"
"1687",609903,"EDWARDS"
"1688",609904,"ELLINGTON"
"1689",609907,"ERICSON"
"1690",609908,"ESMOND"
"1691",609909,"EVERETT"
"1692",609910,"FALCONER"
"1693",609912,"FARNSWORTH"
"1694",609917,"FERNWOOD"
"1695",609918,"FIELD"
"1696",609919,"FISKE"
"1697",609920,"KANOON"
"1698",609921,"TELPOCHCALLI"
"1699",609922,"BELMONT-CRAGIN"
"1700",609924,"FORT DEARBORN"
"1701",609925,"KELLMAN"
"1702",609926,"FRANKLIN"
"1703",609927,"FOSTER PARK"
"1704",609928,"FULLER"
"1705",609929,"FULTON"
"1706",609930,"FUNSTON"
"1707",609933,"GALE"
"1708",609935,"GALLISTEL"
"1709",609937,"GARVY"
"1710",609938,"GARY"
"1711",609939,"GILLESPIE"
"1712",609941,"RANDOLPH"
"1713",609942,"GOETHE"
"1714",609943,"OWENS"
"1715",609944,"GRISSOM"
"1716",609945,"GOUDY"
"1717",609947,"GRAHAM ES"
"1718",609949,"GRAY"
"1719",609950,"ORTIZ DE DOMINGUEZ"
"1720",609951,"ARIEL"
"1721",609952,"GREENE"
"1722",609954,"GREGORY"
"1723",609955,"GRESHAM"
"1724",609956,"GRIMES"
"1725",609958,"GUNSAULUS"
"1726",609959,"HAINES"
"1727",609960,"HALE"
"1728",609961,"NINOS HEROES"
"1729",609963,"HAMILTON"
"1730",609964,"HAMLINE"
"1731",609966,"HAMMOND"
"1732",609967,"FINKL"
"1733",609968,"MCAULIFFE"
"1734",609969,"HARTE"
"1735",609971,"HARVARD"
"1736",609972,"HAUGAN"
"1737",609973,"ZAPATA"
"1738",609974,"HAWTHORNE"
"1739",609975,"HAY"
"1740",609976,"HAYT"
"1741",609977,"WOODLAWN"
"1742",609978,"SMITH"
"1743",609979,"HEALY"
"1744",609981,"HEARST"
"1745",609983,"HEDGES"
"1746",609985,"HEFFERAN"
"1747",609986,"HENDERSON"
"1748",609987,"HENDRICKS"
"1749",609988,"HENRY"
"1750",609990,"SOUTH LOOP"
"1751",609991,"HERZL"
"1752",609993,"LARA"
"1753",609994,"HIBBARD"
"1754",609995,"HITCH"
"1755",609996,"HOLDEN"
"1756",609997,"HOLMES"
"1757",610000,"HOWE"
"1758",610002,"HOYNE"
"1759",610003,"CUFFE"
"1760",610004,"CULLEN"
"1761",610005,"HUGHES C"
"1762",610006,"HURLEY"
"1763",610009,"GALILEO"
"1764",610010,"JAHN"
"1765",610011,"JAMIESON"
"1766",610013,"PILSEN"
"1767",610015,"JUNGMAN"
"1768",610016,"KELLOGG"
"1769",610017,"SAUCEDO"
"1770",610019,"KERSHAW"
"1771",610021,"CASALS"
"1772",610022,"KILMER"
"1773",610024,"CARDENAS"
"1774",610026,"KINZIE"
"1775",610027,"KIPLING"
